expenditure,income,maininc,region,nadults,nkids,SexHRP,housing,internet
667.3013,785.182,other so,East Mid,2 adults,No child,Male,Owned,1
352.1389,309.54400000000004,other so,Scotland,2 adults,No child,Female,Owned,1
302.3943,503.46,earnings,North We,2 adults,Two or m,Female,Owned,1
511.1236,827.09,earnings,West Mid,2 adults,No child,Female,Private,1
468.4147,628.32,earnings,Yorkshir,2 adults,No child,Male,Owned,1
154.2824,250.592,other so,Yorkshir,1 adult,No child,Female,Owned,1
831.2104,1184.99,earnings,Scotland,2 adults,No child,Male,Owned,1
360.5792,293.985,earnings,South Ea,2 adults,No child,Female,Private,1
285.2216,489.9915,earnings,West Mid,2 adults,One chil,Male,Owned,1
1175.0,941.834,other so,North We,2 adults,No child,Male,Owned,1
452.87800000000004,617.09,earnings,South We,2 adults,One chil,Female,Private,1
126.7374,155.482,other so,North Ea,1 adult,No child,Female,Owned,1
589.2675,271.82,other so,South Ea,1 adult,No child,Female,Owned,0
261.2993,379.01199999999994,other so,Scotland,1 adult,No child,Male,Owned,0
894.2973,1084.94,earnings,North Ea,2 adults,Two or m,Male,Owned,1
64.05,150.482,other so,West Mid,1 adult,No child,Male,Public r,0
64.01518,117.61200000000001,earnings,London,2 adults,One chil,Male,Private,0
175.9218,191.162,other so,Eastern,1 adult,No child,Female,Owned,0
92.505,156.78,earnings,East Mid,1 adult,No child,Female,Private,0
202.6441,358.2225,earnings,East Mid,1 adult,No child,Male,Owned,1
579.0812,725.88,earnings,Yorkshir,2 adults,One chil,Male,Public r,1
859.1324,488.69,earnings,Eastern,2 adults,One chil,Male,Owned,1
571.8007,1184.99,earnings,East Mid,2 adults,One chil,Male,Owned,1
364.95,10.0,other so,West Mid,1 adult,No child,Male,Private,1
492.3317,521.515,earnings,Yorkshir,1 adult,One chil,Male,Public r,1
290.1389,0.0,other so,Wales,1 adult,No child,Male,Private,1
321.8342,474.265,earnings,North We,2 adults,No child,Female,Owned,1
255.2775,525.73,earnings,West Mid,1 adult,No child,Male,Owned,0
381.5455,493.565,other so,Yorkshir,2 adults,No child,Male,Owned,1
982.5746,776.58,earnings,East Mid,2 adults,Two or m,Male,Owned,1
443.4932,329.88199999999995,other so,Scotland,1 adult,No child,Female,Owned,1
909.0833,237.157,other so,East Mid,1 adult,No child,Female,Private,1
163.9226,611.3075,earnings,East Mid,1 adult,No child,Female,Owned,1
451.4894,1184.99,earnings,West Mid,2 adults,No child,Female,Owned,1
748.7546,883.26,earnings,London,1 adult,No child,Female,Owned,1
232.0463,140.3,other so,London,1 adult,One chil,Female,Public r,1
272.16700000000003,246.7,earnings,London,3 adults,One chil,Female,Public r,0
338.625,154.82,other so,East Mid,1 adult,No child,Male,Public r,0
209.5594,103.25,other so,West Mid,1 adult,No child,Female,Private,1
405.9359,251.21,earnings,South Ea,1 adult,Two or m,Female,Owned,1
142.0069,193.7,other so,Yorkshir,1 adult,Two or m,Female,Public r,0
118.2638,144.24,other so,South Ea,1 adult,No child,Female,Owned,0
262.418,349.44199999999995,other so,West Mid,1 adult,No child,Male,Owned,1
323.2578,584.53,earnings,South We,2 adults,Two or m,Male,Public r,1
866.123,1184.99,earnings,Yorkshir,4 and mo,No child,Male,Owned,1
434.1387,796.24,earnings,West Mid,2 adults,No child,Female,Owned,1
222.739,373.89,other so,North We,2 adults,No child,Male,Owned,1
94.73409000000001,149.922,other so,London,1 adult,No child,Male,Owned,0
748.0706,527.3,other so,Scotland,1 adult,Two or m,Female,Public r,1
156.87,258.17,other so,Eastern,1 adult,No child,Male,Public r,0
407.8703,323.914,other so,Scotland,2 adults,No child,Female,Public r,1
599.5134,1184.99,earnings,South We,2 adults,No child,Male,Owned,1
298.95,1184.99,earnings,North Ea,1 adult,No child,Male,Public r,0
397.9008,374.82,earnings,East Mid,1 adult,Two or m,Male,Owned,1
258.2656,194.4895,other so,South Ea,1 adult,No child,Female,Private,0
682.3058,1184.99,other so,Eastern,2 adults,No child,Male,Owned,1
469.3171,1184.99,earnings,Eastern,2 adults,No child,Male,Owned,1
264.4404,475.3815,other so,South Ea,2 adults,No child,Male,Owned,0
486.0891,1184.99,other so,South Ea,2 adults,No child,Male,Owned,1
467.8683,353.48,earnings,North Ea,2 adults,No child,Female,Public r,1
1175.0,1184.99,earnings,Scotland,2 adults,One chil,Female,Private,1
1136.838,1184.99,earnings,West Mid,2 adults,One chil,Male,Owned,1
417.2716,619.1675,other so,Eastern,2 adults,No child,Male,Owned,1
572.9017,378.78,other so,West Mid,1 adult,No child,Female,Owned,1
652.3073,508.712,other so,Eastern,1 adult,No child,Female,Owned,1
646.0421,882.11,other so,East Mid,2 adults,Two or m,Male,Public r,1
1175.0,1184.99,earnings,London,2 adults,No child,Male,Private,1
180.985,122.19200000000001,other so,Yorkshir,2 adults,No child,Female,Public r,1
1061.655,930.7108,earnings,West Mid,3 adults,One chil,Male,Owned,1
382.3658,621.74,other so,South We,2 adults,No child,Female,Owned,1
787.7608,992.88,earnings,South We,2 adults,No child,Female,Owned,1
175.1474,551.164,other so,West Mid,2 adults,No child,Male,Owned,1
547.0372,543.764,other so,Eastern,2 adults,No child,Male,Owned,1
235.627,311.34,other so,London,2 adults,Two or m,Male,Public r,1
167.0605,199.8275,other so,North We,1 adult,No child,Male,Owned,1
351.20099999999996,60.875,other so,Scotland,1 adult,No child,Female,Owned,1
104.9364,140.607,other so,East Mid,1 adult,No child,Female,Owned,0
765.2053,703.27,earnings,Eastern,2 adults,One chil,Male,Owned,1
885.3289,1184.99,earnings,South Ea,2 adults,Two or m,Male,Owned,1
575.6891,596.44,earnings,East Mid,2 adults,No child,Male,Private,1
511.9296,643.285,earnings,North Ea,2 adults,No child,Female,Owned,1
244.2032,3.85,other so,Scotland,1 adult,No child,Female,Owned,0
209.975,355.82,earnings,North Ea,2 adults,One chil,Male,Public r,1
382.1379,427.73,other so,East Mid,2 adults,Two or m,Male,Public r,1
332.6367,286.0,earnings,Scotland,1 adult,No child,Male,Private,0
80.42925,143.312,other so,Scotland,1 adult,No child,Female,Public r,0
116.2542,130.7,other so,Yorkshir,1 adult,No child,Female,Owned,0
85.565,100.0,other so,Eastern,1 adult,No child,Female,Public r,0
535.4769,743.99,earnings,Scotland,2 adults,No child,Male,Public r,1
352.0347,549.0595,other so,West Mid,1 adult,No child,Female,Owned,0
962.5914,1184.99,earnings,Eastern,2 adults,One chil,Male,Owned,1
503.2282,686.11,other so,South Ea,2 adults,No child,Male,Owned,1
541.778,845.7,other so,Eastern,1 adult,No child,Female,Private,1
648.2697,714.174,other so,East Mid,2 adults,No child,Male,Owned,1
172.46,57.7,other so,London,1 adult,No child,Male,Private,1
607.8222,1184.99,earnings,Eastern,4 and mo,Two or m,Male,Private,1
358.7468,586.17,earnings,East Mid,3 adults,Two or m,Female,Owned,1
481.4602,1184.99,earnings,North Ea,2 adults,No child,Female,Owned,1
912.9225,598.175,earnings,East Mid,2 adults,No child,Male,Owned,1
654.4807,668.0,earnings,South Ea,2 adults,Two or m,Female,Public r,1
720.3025,1032.96,earnings,South Ea,2 adults,Two or m,Male,Owned,1
521.8697,800.97,earnings,Eastern,2 adults,No child,Male,Owned,1
937.7357,1130.26,earnings,Scotland,2 adults,One chil,Male,Owned,1
173.9561,195.792,other so,Scotland,1 adult,No child,Female,Owned,0
489.4679,589.344,other so,Eastern,2 adults,No child,Male,Owned,1
362.5693,621.24,earnings,East Mid,1 adult,No child,Male,Owned,1
677.3441,962.4865,earnings,South Ea,2 adults,No child,Male,Owned,1
485.6783,990.5325,earnings,North We,2 adults,No child,Female,Owned,1
206.635,153.792,other so,South We,1 adult,No child,Female,Owned,0
324.9017,618.28,other so,South Ea,1 adult,No child,Male,Owned,1
424.2479,364.76,earnings,North We,2 adults,No child,Male,Private,1
225.7536,249.002,other so,North Ea,1 adult,No child,Female,Public r,0
120.995,142.41,other so,London,2 adults,No child,Female,Public r,0
494.2346,732.8689999999999,other so,South Ea,2 adults,No child,Male,Owned,1
891.9026,424.81,earnings,West Mid,2 adults,Two or m,Male,Private,1
191.555,289.15,other so,West Mid,2 adults,No child,Male,Owned,1
670.3949,404.05,other so,South Ea,2 adults,No child,Female,Owned,1
533.3003,841.3,earnings,Yorkshir,2 adults,One chil,Male,Owned,1
554.6126,268.344,other so,Yorkshir,2 adults,No child,Male,Owned,1
525.6714,607.58,other so,Wales,1 adult,No child,Male,Owned,1
117.9612,192.252,other so,North We,1 adult,No child,Female,Owned,1
280.3282,276.0965,other so,Scotland,2 adults,No child,Male,Owned,1
225.6315,506.94,earnings,North We,2 adults,Two or m,Male,Owned,1
339.6921,414.144,other so,South Ea,2 adults,No child,Male,Owned,1
605.1896,1184.99,earnings,South Ea,3 adults,Two or m,Male,Owned,1
182.37,201.09,other so,West Mid,1 adult,Two or m,Female,Public r,1
647.8173,783.67,earnings,South We,1 adult,One chil,Female,Owned,1
92.105,220.442,other so,London,1 adult,No child,Male,Public r,1
840.8167,631.6275,other so,Scotland,2 adults,Two or m,Male,Owned,1
1078.653,1184.99,earnings,East Mid,3 adults,No child,Female,Owned,1
885.6991,1184.99,earnings,West Mid,4 and mo,No child,Male,Owned,1
111.9952,331.004,other so,West Mid,2 adults,No child,Male,Owned,0
321.7585,440.21,earnings,Wales,2 adults,Two or m,Male,Public r,1
1175.0,1184.99,earnings,South Ea,2 adults,Two or m,Male,Owned,1
286.4045,516.19,earnings,West Mid,2 adults,No child,Female,Owned,1
888.7284,531.754,other so,South Ea,2 adults,No child,Male,Owned,1
561.2312,649.844,earnings,Eastern,2 adults,No child,Male,Owned,1
393.4421,436.884,other so,Eastern,2 adults,No child,Male,Public r,0
166.055,147.25,other so,East Mid,1 adult,One chil,Female,Public r,1
492.1438,760.14,earnings,South Ea,2 adults,Two or m,Male,Owned,1
819.3539999999999,1136.445,other so,North We,2 adults,Two or m,Male,Owned,1
32.355,180.77,other so,Wales,1 adult,No child,Female,Owned,0
151.47,205.044,other so,West Mid,2 adults,No child,Male,Private,0
786.6197,873.61,earnings,North We,2 adults,Two or m,Male,Owned,1
446.0939,1184.99,earnings,London,2 adults,One chil,Female,Private,1
465.19,560.75,earnings,Scotland,2 adults,One chil,Female,Owned,1
107.92,138.8,other so,North Ea,1 adult,One chil,Female,Private,1
751.8111,629.672,other so,Yorkshir,2 adults,No child,Male,Owned,1
348.8156,509.71,earnings,London,2 adults,No child,Female,Public r,1
406.36800000000005,356.47,earnings,South We,1 adult,No child,Male,Public r,1
152.1795,204.135,other so,North Ea,1 adult,No child,Female,Owned,0
625.984,660.9019999999999,other so,North Ea,2 adults,No child,Male,Owned,1
311.5665,209.42,other so,Eastern,1 adult,One chil,Female,Public r,1
831.5097,1184.99,earnings,Eastern,2 adults,Two or m,Male,Owned,1
279.7039,492.32,earnings,North We,1 adult,No child,Female,Owned,1
602.0516,1109.54,earnings,Scotland,2 adults,Two or m,Male,Owned,1
519.2463,927.9839999999999,other so,South Ea,2 adults,No child,Female,Owned,1
417.1368,608.0575,earnings,West Mid,2 adults,No child,Male,Owned,1
355.5884,461.244,other so,South Ea,2 adults,No child,Male,Private,1
787.7515,1184.99,earnings,North We,2 adults,Two or m,Male,Owned,1
368.9146,831.92,earnings,South We,2 adults,Two or m,Female,Owned,1
155.3004,184.76,earnings,Scotland,1 adult,No child,Male,Private,1
193.665,125.8095,other so,West Mid,1 adult,No child,Female,Owned,1
980.6797,541.83,earnings,London,2 adults,Two or m,Male,Owned,1
304.9272,1125.98,earnings,West Mid,3 adults,No child,Male,Owned,1
948.7426,1184.99,earnings,Yorkshir,2 adults,Two or m,Male,Owned,1
922.5551,1184.99,other so,West Mid,2 adults,No child,Male,Owned,1
508.1571,321.15,other so,South Ea,1 adult,No child,Female,Private,1
427.7823,301.0,other so,South Ea,2 adults,Two or m,Female,Public r,1
607.6629,519.56,earnings,Yorkshir,2 adults,No child,Female,Public r,1
722.5969,412.75,earnings,East Mid,3 adults,No child,Female,Owned,1
215.543,215.8025,earnings,South Ea,2 adults,No child,Female,Owned,1
124.6603,246.16,other so,West Mid,1 adult,No child,Female,Owned,0
494.205,311.982,other so,West Mid,3 adults,Two or m,Male,Public r,1
440.4285,536.974,other so,West Mid,2 adults,No child,Male,Owned,1
824.6926,606.02,earnings,London,2 adults,No child,Male,Owned,1
191.28599999999997,381.694,other so,Yorkshir,2 adults,No child,Male,Owned,1
617.6418,949.1864,earnings,Scotland,3 adults,One chil,Male,Owned,1
217.2699,369.494,other so,Yorkshir,2 adults,No child,Male,Owned,0
366.2048,649.4215,other so,South Ea,2 adults,No child,Male,Owned,1
475.5096,461.03,earnings,North We,2 adults,One chil,Male,Private,1
325.3222,193.46200000000002,other so,West Mid,1 adult,No child,Male,Public r,1
564.0828,1004.419,earnings,South Ea,3 adults,No child,Male,Owned,1
309.73400000000004,410.23,other so,North Ea,1 adult,No child,Male,Owned,1
488.6249,542.5807,earnings,South We,2 adults,Two or m,Male,Owned,1
112.2415,147.172,other so,North Ea,2 adults,No child,Male,Public r,0
385.6687,599.8772,earnings,London,2 adults,No child,Male,Owned,1
390.1694,500.3445,other so,South We,2 adults,No child,Male,Owned,1
330.53,261.73400000000004,other so,Yorkshir,2 adults,No child,Male,Public r,1
113.2291,223.352,other so,North We,1 adult,No child,Female,Owned,1
1022.742,1184.99,earnings,South Ea,2 adults,One chil,Male,Owned,1
759.563,781.55,earnings,Scotland,2 adults,Two or m,Male,Owned,1
715.6837,1002.175,earnings,Eastern,1 adult,One chil,Female,Owned,1
365.7181,644.73,earnings,South Ea,2 adults,One chil,Female,Owned,1
586.8041,595.0,earnings,Yorkshir,1 adult,Two or m,Female,Owned,1
650.4951,1184.99,earnings,Yorkshir,1 adult,No child,Female,Owned,1
515.6822,1184.99,earnings,North We,2 adults,One chil,Female,Owned,1
452.0562,1160.226,other so,Wales,2 adults,No child,Female,Owned,1
622.4792,692.26,earnings,North We,2 adults,One chil,Male,Owned,1
743.6367,1146.87,earnings,South Ea,3 adults,One chil,Female,Owned,1
905.6642,1167.27,earnings,South Ea,2 adults,Two or m,Male,Owned,1
916.1991,1184.99,earnings,South Ea,2 adults,Two or m,Male,Owned,1
404.8614,638.1815,other so,South Ea,2 adults,No child,Male,Owned,1
643.8522,939.6,earnings,North Ea,2 adults,No child,Male,Private,1
114.2622,149.732,other so,Scotland,1 adult,No child,Female,Public r,0
129.1011,70.0,other so,East Mid,1 adult,No child,Female,Private,1
270.2399,509.67,earnings,West Mid,2 adults,No child,Female,Public r,1
769.4525,1150.218,other so,South Ea,2 adults,Two or m,Male,Owned,1
612.2053,565.53,earnings,Eastern,2 adults,One chil,Male,Private,1
258.93,188.062,other so,Wales,2 adults,No child,Female,Public r,1
71.87,79.1,other so,London,1 adult,No child,Male,Owned,1
553.3919,1171.72,earnings,Scotland,2 adults,No child,Male,Private,1
374.3281,637.44,earnings,Eastern,1 adult,No child,Female,Private,1
430.2384,510.904,other so,North Ea,2 adults,No child,Male,Owned,1
124.4453,433.222,other so,North We,2 adults,No child,Male,Owned,0
47.545,181.02,other so,South Ea,1 adult,No child,Male,Public r,0
260.555,257.24,other so,Yorkshir,1 adult,Two or m,Female,Private,0
791.0098,593.2663,other so,West Mid,3 adults,No child,Male,Owned,1
1036.724,603.24,earnings,Scotland,2 adults,No child,Female,Owned,1
923.076,1184.99,earnings,South Ea,4 and mo,No child,Male,Owned,1
847.9659,1184.99,earnings,Yorkshir,3 adults,One chil,Female,Owned,1
462.2608,411.57,other so,North Ea,1 adult,No child,Female,Owned,1
636.5289,1184.99,earnings,Yorkshir,2 adults,No child,Male,Owned,1
976.8164,987.02,earnings,North We,3 adults,No child,Male,Owned,1
145.885,362.52,earnings,South Ea,2 adults,No child,Male,Private,1
122.4085,266.1575,earnings,Wales,1 adult,No child,Male,Owned,0
339.3726,294.0,earnings,West Mid,2 adults,One chil,Male,Private,1
672.954,1184.99,earnings,Yorkshir,2 adults,No child,Male,Owned,1
370.9364,256.35200000000003,other so,Scotland,1 adult,No child,Male,Public r,1
602.5204,936.41,earnings,Scotland,2 adults,No child,Male,Owned,1
567.9648,771.3715,other so,Scotland,2 adults,No child,Male,Owned,1
347.8137,778.16,earnings,London,2 adults,No child,Female,Owned,1
312.4856,589.43,earnings,London,1 adult,No child,Male,Private,0
268.6648,317.577,other so,East Mid,1 adult,No child,Female,Owned,1
566.0126,642.72,other so,South We,2 adults,No child,Male,Owned,1
726.7271,592.37,other so,West Mid,2 adults,Two or m,Male,Public r,1
453.1101,1081.83,earnings,London,4 and mo,Two or m,Female,Owned,1
344.6757,421.04,earnings,Yorkshir,1 adult,One chil,Female,Owned,1
435.0965,466.88,other so,London,1 adult,No child,Female,Owned,1
269.6135,390.27,earnings,South Ea,1 adult,No child,Female,Owned,1
530.7631,531.2318,earnings,Wales,2 adults,No child,Male,Owned,1
699.6751,1043.753,earnings,Scotland,3 adults,No child,Male,Private,0
420.2848,796.45,earnings,South We,2 adults,No child,Male,Owned,1
196.1518,463.7775,other so,London,1 adult,No child,Male,Owned,1
252.4023,301.43,earnings,North We,2 adults,No child,Male,Owned,0
1175.0,766.38,earnings,South Ea,2 adults,Two or m,Male,Private,1
162.5493,234.102,other so,West Mid,1 adult,No child,Female,Owned,1
585.8663,1184.99,earnings,West Mid,2 adults,Two or m,Female,Owned,1
232.4849,619.8415,other so,South We,2 adults,No child,Male,Owned,1
375.0442,487.17,other so,Scotland,2 adults,No child,Male,Owned,0
719.4894,923.23,earnings,West Mid,3 adults,One chil,Male,Owned,1
812.248,922.462,earnings,North We,2 adults,No child,Female,Owned,1
301.125,448.07,earnings,East Mid,1 adult,One chil,Female,Private,1
515.535,580.29,earnings,North Ea,2 adults,No child,Female,Owned,1
402.3365,588.7325,earnings,North We,1 adult,No child,Male,Private,1
844.4673,1184.99,earnings,West Mid,2 adults,Two or m,Male,Owned,1
192.6005,293.2725,earnings,South Ea,1 adult,No child,Male,Owned,0
497.9646,1184.99,earnings,London,1 adult,No child,Male,Owned,1
592.5508,499.3145,other so,East Mid,2 adults,No child,Female,Owned,1
407.7003,658.86,earnings,Yorkshir,3 adults,One chil,Male,Owned,1
417.2515,305.28,other so,North Ea,2 adults,No child,Female,Owned,1
331.3013,272.244,other so,East Mid,2 adults,No child,Male,Owned,0
1002.067,1176.372,other so,Scotland,2 adults,No child,Male,Owned,1
485.225,271.89,earnings,Eastern,2 adults,Two or m,Female,Public r,1
195.4126,471.51,other so,East Mid,2 adults,No child,Male,Owned,1
850.0748,780.45,earnings,South We,3 adults,No child,Male,Owned,1
1175.0,1184.99,earnings,Wales,2 adults,No child,Male,Owned,1
1175.0,1184.99,earnings,South We,2 adults,One chil,Male,Owned,1
89.555,223.45,other so,Yorkshir,1 adult,Two or m,Female,Public r,0
